4612	0	15
468	0	0
7717	0	15
70	0	0
4398	0	15
7944	0	13
7059	0	15
951	0	0
6809	0	15
4327	0	15
848	0	0
6721	0	15
7630	11	15
4521	0	15
4173	0	15
761	0	0
3281	8	15
515	0	0
7891	0	0
4226	0	15
1734	0	13
743	0	0
788	0	0
6678	0	15
6409	0	15
7569	0	15
5694	1	15
4988	0	15
6798	1	15
1844	0	15
4150	0	15
172	0	0
2065	15	14
219	0	0
356	0	0
2819	10	15
7923	0	15
2410	9	15
7227	2	15
2217	9	8
4509	0	15
4241	0	15
4020	0	15
1852	1	15
2182	3	5
1248	0	13
1074	15	15
3979	0	12
2094	6	13
4288	0	15
2379	14	6
6206	1	15
1326	12	0
2374	5	11
3627	0	0
1647	15	0
6082	0	15
6022	0	15
3888	1	15
717	0	0
5064	3	0
2814	2	5
2694	2	13
4156	0	15
173	0	0
1037	3	0
7087	0	3
3133	15	15
1025	15	0
399	0	0
3188	0	15
6640	0	15
7116	0	0
6417	0	15
1869	0	15
2142	0	15
3961	0	0
1569	0	0
1794	0	15
3069	0	15
1848	0	1
425	0	0
470	0	0
4174	0	15
2884	0	0
2839	7	0
2463	10	0
3326	0	0
4767	0	15
1177	0	15
1226	0	15
2818	15	9
4541	0	15
2803	7	11
5236	0	0
2512	0	1
6890	0	0
52	0	0
254	0	0
4567	0	15
3283	0	13
5367	0	13
601	0	0
4832	0	15
1939	0	2
2950	13	15
4067	0	15
5781	14	12
1662	0	0
7459	0	0
3072	0	15
7863	0	15
3938	2	0
7617	0	0
4732	0	15
7006	0	0
946	0	0
799	0	0
6394	0	15
440	0	0
629	0	0
7672	0	0
3796	0	2
888	0	0
7058	0	13
2791	5	0
2134	11	15
1109	0	15
6427	0	15
6991	0	0
5254	0	0
4579	0	15
5877	0	0
2605	0	12
555	0	0
2490	15	7
1855	1	15
5805	0	15
3385	13	15
5208	0	15
5645	0	15
3851	0	0
1728	6	15
1068	13	11
7429	0	15
3936	0	15
3896	0	15
4757	0	15
5448	10	15
2054	15	13
6668	0	15
5936	0	15
4697	0	15
7186	1	15
7831	9	15
413	0	0
1497	10	15
2138	14	9
6734	0	15
5202	0	15
2635	14	8
4229	0	15
4434	0	15
1332	0	2
7897	0	4
7933	0	15
699	0	0
5176	15	0
4691	0	15
1650	15	15
3832	0	15
1185	0	1
6035	0	0
4215	0	15
4450	0	15
1078	0	15
4461	0	15
7323	0	1
3537	1	15
2096	7	15
7904	0	15
6180	0	15
7195	0	3
2515	13	15
7675	12	15
2632	13	15
3867	13	15
3550	14	14
5375	0	0
5590	10	15
177	0	0
6453	1	15
4618	0	15
7043	0	15
1556	0	15
1011	0	15
6026	0	0
7307	0	15
2282	7	6
4983	0	15
2937	4	0
6919	0	15
6820	0	15
704	0	0
3548	0	0
3957	10	0
6966	0	15
669	0	0
2929	4	5
2970	0	12
7943	0	0
1375	2	0
6946	0	15
4204	0	15
7406	0	15
4636	0	15
4314	0	15
681	0	0
7476	0	3
2588	11	6
3804	0	3
2801	5	12
2372	6	11
337	0	0
7926	0	0
6405	0	0
3819	0	15
1618	0	0
6365	0	0
868	0	0
489	0	0
4231	0	15
1963	11	15
5923	0	12
4181	0	15
100	0	0
5774	8	0
1188	0	0
5516	15	0
4602	0	15
7111	0	0
6384	0	15
3205	0	0
5822	13	12
6865	0	0
4559	0	15
2099	2	13
6456	0	15
5482	13	12
904	0	0
6931	0	15
4608	0	15
2080	12	9
776	0	0
2141	6	15
2734	0	9
4834	0	15
815	0	0
2772	0	14
3059	0	0
4830	0	15
7218	10	15
7814	0	15
3828	0	15
2751	15	7
1119	15	0
132	0	0
2338	8	0
1841	15	14
7502	0	0
4152	0	15
2525	15	5
388	0	0
7631	0	0
1312	11	15
751	0	0
571	0	0
7420	15	7
5233	12	15
1229	11	0
511	0	0
7751	0	15
3270	0	0
6855	0	15
1368	0	15
849	0	0
952	0	0
7172	10	15
1075	0	15
2257	0	7
2556	0	8
2337	1	10
2548	7	9
3983	0	1
3470	11	15
2472	9	5
5484	0	15
7364	0	3
7946	15	13
4357	0	15
5250	0	15
3901	0	15
3649	10	0
7208	0	15
2811	4	0
3517	0	15
6736	0	0
3739	0	3
1753	0	15
6300	1	15
1409	0	15
5279	0	1
745	0	0
256	0	0
2766	14	15
2917	1	9
5628	0	15
7098	0	15
658	0	0
2796	12	2
4127	0	15
7915	0	3
3327	10	0
7025	0	15
6762	0	0
5053	9	15
2120	2	11
6939	0	0
3195	0	15
2615	15	9
3942	12	13
1778	0	0
4606	0	15
6465	2	15
6538	0	0
3017	0	15
1534	0	15
3297	0	15
4005	0	15
3438	0	0
6899	0	15
6566	0	0
4979	0	15
283	0	0
5490	0	15
3884	15	14
2193	0	13
6450	0	15
2056	11	10
3104	0	0
7411	0	0
5595	0	15
6134	0	0
4700	0	15
5467	15	14
701	0	0
3132	15	0
7028	15	0
6389	1	15
5967	0	1
7254	0	0
7884	15	15
7153	0	0
6214	0	15
929	0	0
2924	0	10
1699	0	15
3084	11	15
38	0	0
7788	0	1
5046	15	11
3681	0	0
4249	0	15
3421	0	15
135	0	0
2676	8	2
4921	0	15
1908	1	15
2860	4	6
5032	0	15
6154	0	0
2577	11	5
5029	0	15
5519	15	15
2448	1	15
6840	0	15
4424	0	15
4759	0	15
1034	2	15
1922	15	14
1125	0	9
6918	0	0
3274	14	12
3445	11	0
1003	0	0
1740	0	15
3970	0	0
956	0	0
2887	0	0
1761	0	15
3460	10	15
184	0	0
4299	0	15
4978	0	15
4503	0	15
3743	0	0
1285	0	15
1577	15	12
5527	0	2
1477	1	15
230	0	0
6479	0	0
3927	0	3
4253	0	15
5639	14	14
2899	9	5
825	0	0
5411	0	15
6053	0	15
527	0	0
869	0	0
6270	0	0
2147	4	12
3397	10	0
2847	8	0
5654	0	15
2231	1	15
4316	0	15
6496	1	15
