0.000 0.000 0.000
1.000 0.000 0.000
2.000 0.003 0.003
3.000 0.027 0.027
4.000 0.139 0.139
5.000 0.442 0.442
6.000 0.851 0.851
7.000 1.008 1.008
8.000 0.804 0.804
9.000 0.679 0.679
10.000 0.974 0.974
11.000 1.536 1.536
12.000 2.133 2.133
13.000 2.576 2.576
14.000 2.546 2.546
15.000 1.998 1.998
