201.08 201.03 200.85 200.61 200.42 200.36 200.43 200.53 200.56 200.42 200.13 199.74 199.32 198.97 198.73 198.64
201.17 201.09 200.88 200.65 200.49 200.50 200.66 200.87 200.99 200.92 200.64 200.20 199.71 199.27 198.95 198.79
201.18 201.07 200.86 200.65 200.53 200.60 200.86 201.18 201.40 201.40 201.15 200.71 200.18 199.69 199.33 199.11
201.13 201.01 200.82 200.62 200.53 200.64 200.95 201.34 201.64 201.71 201.51 201.09 200.58 200.10 199.74 199.52
201.03 200.91 200.74 200.56 200.47 200.57 200.88 201.28 201.62 201.74 201.60 201.24 200.78 200.37 200.07 199.86
200.88 200.77 200.60 200.42 200.32 200.38 200.63 201.00 201.34 201.49 201.40 201.11 200.75 200.44 200.23 200.06
200.66 200.56 200.40 200.22 200.09 200.10 200.28 200.58 200.88 201.03 200.99 200.79 200.55 200.36 200.24 200.13
200.41 200.31 200.16 199.96 199.81 199.78 199.90 200.13 200.36 200.49 200.47 200.36 200.25 200.20 200.19 200.14
200.18 200.10 199.94 199.74 199.57 199.50 199.56 199.73 199.89 199.97 199.96 199.93 199.95 200.04 200.14 200.17
200.04 199.98 199.84 199.64 199.45 199.33 199.33 199.40 199.48 199.50 199.50 199.54 199.68 199.88 200.08 200.19
200.02 200.01 199.91 199.74 199.52 199.34 199.23 199.17 199.14 199.11 199.12 199.24 199.46 199.74 200.00 200.18
200.08 200.16 200.15 200.02 199.80 199.53 199.27 199.06 198.90 198.82 198.86 199.02 199.29 199.59 199.87 200.08
200.18 200.38 200.48 200.42 200.20 199.86 199.46 199.08 198.79 198.66 198.71 198.91 199.17 199.44 199.69 199.91
200.29 200.59 200.80 200.82 200.62 200.24 199.74 199.22 198.82 198.63 198.67 198.86 199.09 199.31 199.51 199.73
200.36 200.74 201.04 201.12 200.96 200.58 200.03 199.43 198.94 198.70 198.71 198.88 199.08 199.24 199.41 199.62
200.39 200.82 201.16 201.29 201.16 200.80 200.25 199.63 199.10 198.83 198.83 198.98 199.15 199.29 199.44 199.66
