132.56 132.86 132.95 132.57 131.43 129.36 126.41 122.96 119.56 116.73 114.74 113.56 113.01 112.88 112.94 112.91
132.61 132.80 132.76 132.18 130.78 128.40 125.21 121.70 118.44 115.86 114.15 113.24 112.94 113.03 113.27 113.38
132.74 132.81 132.62 131.85 130.19 127.53 124.13 120.55 117.39 115.02 113.55 112.86 112.75 112.96 113.24 113.37
132.91 132.83 132.46 131.50 129.65 126.81 123.30 119.71 116.63 114.42 113.11 112.55 112.51 112.70 112.88 112.91
133.13 132.84 132.26 131.11 129.13 126.26 122.80 119.32 116.36 114.24 112.99 112.44 112.33 112.35 112.32 112.18
133.47 132.91 132.07 130.70 128.63 125.84 122.60 119.36 116.57 114.51 113.21 112.53 112.21 111.97 111.67 111.34
134.03 133.15 131.97 130.33 128.14 125.46 122.53 119.62 117.05 115.02 113.61 112.69 112.05 111.48 110.91 110.41
134.86 133.62 132.02 130.02 127.65 125.06 122.40 119.83 117.49 115.52 113.97 112.77 111.74 110.79 109.94 109.27
135.87 134.25 132.20 129.79 127.19 124.60 122.13 119.82 117.70 115.81 114.16 112.68 111.25 109.89 108.71 107.88
136.78 134.85 132.38 129.57 126.72 124.08 121.72 119.58 117.63 115.84 114.15 112.44 110.65 108.89 107.41 106.38
137.20 135.07 132.31 129.22 126.18 123.48 121.16 119.13 117.32 115.64 113.95 112.08 110.02 107.97 106.25 105.06
136.84 134.61 131.73 128.53 125.45 122.77 120.50 118.56 116.85 115.25 113.55 111.59 109.38 107.19 105.34 104.05
135.69 133.43 130.59 127.50 124.56 122.01 119.84 117.97 116.32 114.73 112.99 110.95 108.68 106.46 104.60 103.28
134.10 131.90 129.22 126.37 123.70 121.36 119.32 117.49 115.81 114.15 112.30 110.17 107.87 105.69 103.89 102.61
132.60 130.51 128.04 125.47 123.05 120.91 118.97 117.15 115.39 113.58 111.58 109.33 107.00 104.87 103.16 101.96
131.57 129.59 127.29 124.89 122.63 120.60 118.71 116.87 115.01 113.05 110.89 108.54 106.19 104.11 102.50 101.40
